Question_Num|Question|Option-A|Option-B|Option-C|Option-D|Answer|Explanation|
1|4x + 2 = 2x + 8|3|6|-2|2|A|Collect x terms: subtract 2x from both sides to get 2x + 2 = 8, subtract 2 to get 2x = 6, then divide by 2 -> x = 3.|
2|2(x + 7) = x + 18|4|-1|1|7|A|Expanding Brackets: distribute to get 2x + 14 = x + 18. Collect x terms: subtract x from both sides to get x + 14 = 18, subtract 14 to get x = 4, then divide by 1 -> x = 4.|
3|3x + 33 = 6(x + 1)|13|3|9|10|C|Expanding Brackets: distribute the right side to get 3x + 33 = 6x + 6. Collect x terms: subtract 6x from both sides to get -3x + 33 = 6, subtract 33 to get -3x = -27, then divide by -3 -> x = 9.|
4|6(x - 3) = 3(x + 2)|8|9|14|6|A|Expanding Brackets: distribute both sides to get 6x - 18 = 3x + 6. Collect x terms: subtract 3x from both sides to get 3x - 18 = 6, add 18 to get 3x = 24, then divide by 3 -> x = 8.|
5|5x - 8 = 2x + 13|7|8|5|3|A|Collect x terms: subtract 2x from both sides to get 3x - 8 = 13, add 8 to get 3x = 21, then divide by 3 -> x = 7.|
6|7x + 4 = 3x + 24|9|6|5|4|C|Collect x terms: subtract 3x from both sides to get 4x + 4 = 24, subtract 4 to get 4x = 20, then divide by 4 -> x = 5.|
7|3(x + 9) = 6x - 3|16|10|4|15|B|Expanding Brackets: distribute to get 3x + 27 = 6x - 3. Collect x terms: subtract 6x from both sides to get -3x + 27 = -3, subtract 27 to get -3x = -30, then divide by -3 -> x = 10.|
8|3x + 20 = 2(x + 14)|6|10|8|12|C|Expanding Brackets: distribute the right side to get 3x + 20 = 2x + 28. Collect x terms: subtract 2x from both sides to get x + 20 = 28, subtract 20 to get x = 8, then divide by 1 -> x = 8.|
9|6(x - 1) = 5(x + 1)|11|6|10|16|A|Expanding Brackets: distribute both sides to get 6x - 6 = 5x + 5. Collect x terms: subtract 5x from both sides to get x - 6 = 5, add 6 to get x = 11, then divide by 1 -> x = 11.|
10|2x - 15 = 6x - 27|-2|4|9|3|D|Collect x terms: subtract 6x from both sides to get -4x - 15 = -27, add 15 to get -4x = -12, then divide by -4 -> x = 3.|
11|6x + 5 = 4x + 27|11|15|16|13|A|Collect x terms: subtract 4x from both sides to get 2x + 5 = 27, subtract 5 to get 2x = 22, then divide by 2 -> x = 11.|
12|2(x + 2) = x + 11|7|13|8|3|A|Expanding Brackets: distribute to get 2x + 4 = x + 11. Collect x terms: subtract x from both sides to get x + 4 = 11, subtract 4 to get x = 7, then divide by 1 -> x = 7.|
13|4x - 4 = 2(x + 5)|11|4|7|6|C|Expanding Brackets: distribute the right side to get 4x - 4 = 2x + 10. Collect x terms: subtract 2x from both sides to get 2x - 4 = 10, add 4 to get 2x = 14, then divide by 2 -> x = 7.|
14|3(x - 6) = (x + 6)|15|16|13|12|D|Expanding Brackets: distribute both sides to get 3x - 18 = x + 6. Collect x terms: subtract x from both sides to get 2x - 18 = 6, add 18 to get 2x = 24, then divide by 2 -> x = 12.|
15|7x - 10 = 5x + 8|11|7|5|9|D|Collect x terms: subtract 5x from both sides to get 2x - 10 = 8, add 10 to get 2x = 18, then divide by 2 -> x = 9.|
16|7x + 2 = x + 50|11|13|8|7|C|Collect x terms: subtract x from both sides to get 6x + 2 = 50, subtract 2 to get 6x = 48, then divide by 6 -> x = 8.|
17|4(x + 2) = x + 26|6|4|9|10|A|Expanding Brackets: distribute to get 4x + 8 = x + 26. Collect x terms: subtract x from both sides to get 3x + 8 = 26, subtract 8 to get 3x = 18, then divide by 3 -> x = 6.|
18|4x + 55 = 5(x + 9)|16|7|10|13|C|Expanding Brackets: distribute the right side to get 4x + 55 = 5x + 45. Collect x terms: subtract 5x from both sides to get -x + 55 = 45, subtract 55 to get -x = -10, then divide by -1 -> x = 10.|
19|4(x - 1) = 2(x + 1)|-2|5|1|3|D|Expanding Brackets: distribute both sides to get 4x - 4 = 2x + 2. Collect x terms: subtract 2x from both sides to get 2x - 4 = 2, add 4 to get 2x = 6, then divide by 2 -> x = 3.|
20|8x - 12 = 6x + 10|9|13|7|11|D|Collect x terms: subtract 6x from both sides to get 2x - 12 = 10, add 12 to get 2x = 22, then divide by 2 -> x = 11.|
21|7x + 5 = 5x + 27|11|17|5|14|A|Collect x terms: subtract 5x from both sides to get 2x + 5 = 27, subtract 5 to get 2x = 22, then divide by 2 -> x = 11.|
22|6(x + 1) = 5x + 18|12|18|16|17|A|Expanding Brackets: distribute to get 6x + 6 = 5x + 18. Collect x terms: subtract 5x from both sides to get x + 6 = 18, subtract 6 to get x = 12, then divide by 1 -> x = 12.|
23|7x - 6 = 3(x + 2)|3|6|5|-3|A|Expanding Brackets: distribute the right side to get 7x - 6 = 3x + 6. Collect x terms: subtract 3x from both sides to get 4x - 6 = 6, add 6 to get 4x = 12, then divide by 4 -> x = 3.|
24|6(x - 2) = 2(x + 2)|6|8|0|4|D|Expanding Brackets: distribute both sides to get 6x - 12 = 2x + 4. Collect x terms: subtract 2x from both sides to get 4x - 12 = 4, add 12 to get 4x = 16, then divide by 4 -> x = 4.|
25|9x - 14 = 5x + 18|8|6|10|4|A|Collect x terms: subtract 5x from both sides to get 4x - 14 = 18, add 14 to get 4x = 32, then divide by 4 -> x = 8.|
26|4x + 15 = 6x + 5|3|5|8|10|B|Collect x terms: subtract 4x from both sides to get 15 = 2x + 5, subtract 5 to get 2x = 10, then divide by 2 -> x = 5.|
27|3(x + 4) = x + 26|9|4|10|7|D|Expanding Brackets: distribute to get 3x + 12 = x + 26. Collect x terms: subtract x from both sides to get 2x + 12 = 26, subtract 12 to get 2x = 14, then divide by 2 -> x = 7.|
28|3x + 10 = 2(x + 9)|6|10|4|8|D|Expanding Brackets: distribute the right side to get 3x + 10 = 2x + 18. Collect x terms: subtract 2x from both sides to get x + 10 = 18, subtract 10 to get x = 8, then divide by 1 -> x = 8.|
29|4(x - 1) = 2(x + 6)|6|8|7|10|B|Expanding Brackets: distribute both sides to get 4x - 4 = 2x + 12. Collect x terms: subtract 2x from both sides to get 2x - 4 = 12, add 4 to get 2x = 16, then divide by 2 -> x = 8.|
30|8x - 10 = 4x + 30|12|6|10|8|C|Collect x terms: subtract 4x from both sides to get 4x - 10 = 30, add 10 to get 4x = 40, then divide by 4 -> x = 10.|
31|5x + 14 = 6x + 3|11|8|9|6|A|Collect x terms: subtract 6x from both sides to get -x + 14 = 3, subtract 14 to get -x = -11, then divide by -1 -> x = 11.|
32|5(x + 6) = x + 46|4|5|9|3|A|Expanding Brackets: distribute to get 5x + 30 = x + 46. Collect x terms: subtract x from both sides to get 4x + 30 = 46, subtract 30 to get 4x = 16, then divide by 4 -> x = 4.|
33|5x + 18 = 3(x + 12)|7|11|13|9|D|Expanding Brackets: distribute the right side to get 5x + 18 = 3x + 36. Collect x terms: subtract 3x from both sides to get 2x + 18 = 36, subtract 18 to get 2x = 18, then divide by 2 -> x = 9.|
34|4(x - 4) = (x + 2)|6|9|8|1|A|Expanding Brackets: distribute both sides to get 4x - 16 = x + 2. Collect x terms: subtract x from both sides to get 3x - 16 = 2, add 16 to get 3x = 18, then divide by 3 -> x = 6.|
35|9x - 8 = 5x + 24|8|6|10|4|A|Collect x terms: subtract 5x from both sides to get 4x - 8 = 24, add 8 to get 4x = 32, then divide by 4 -> x = 8.|
