Question_Num|Question|Option-A|Option-B|Option-C|Option-D|Answer|Explanation|
1|Mia buys 3 storybooks at $6 each and 4 pencils at $1 each. How much does she spend in total?|(3 × 4) + (6 × 1)|(3 + 6) × (4 + 1)|(3 × 6) − (4 × 1)|(3 × 6) + (4 × 1)|D|Multiply each item's quantity by its price, then add the two costs together: (3 × 6) + (4 × 1).|
2|Ethan bought 2 shirts at $15 each and a pair of shoes for $40. He paid using a $100 note. How much change did he receive?|(2 × 15 + 40) − 100|100 − (2 + 15) × 40|100 − (2 × 15 + 40)|100 − (2 × 15) × 40|C|First find the total cost (2 × 15 + 40), then subtract it from the $100 paid: 100 − (2 × 15 + 40).|
3|A backpack costs $45. During a sale, it is discounted by $8. Ryan buys 2 backpacks at the sale price. How much does he pay in total?|(2 × 45) − 8|45 − (8 × 2)|(2 × 45) + 8|2 × (45 − 8)|D|Apply the discount to one backpack first, then multiply by the number of backpacks bought: 2 × (45 − 8).|
4|A café sells coffee for $4 each, but if you buy 5 or more, each coffee costs $3 instead. Zara buys 6 coffees. How much does she pay in total?|6 × 4|(5 × 3) + (1 × 4)|6 × 3|(6 × 4) − 3|C|Since she buys 6 (which is 5 or more), every coffee is charged at the $3 rate: 6 × 3.|
5|Liam buys 4 kg of apples at $2.50 per kg and 2 kg of oranges at $3 per kg. What is the total cost?|(4 × 3) + (2 × 2.5)|(4 + 2.5) + (2 + 3)|(4 × 2.5) × (2 × 3)|(4 × 2.5) + (2 × 3)|D|Multiply each fruit's weight by its price per kg, then add the two costs: (4 × 2.5) + (2 × 3).|
6|A store offers 20% off a $50 jacket. What is the discounted price?|50 × 20 ÷ 100|(50 − 20) ÷ 100|50 + (50 × 20 ÷ 100)|50 − (50 × 20 ÷ 100)|D|Find 20% of $50, then subtract it from the original price: 50 − (50 × 20 ÷ 100).|
7|Noah buys 3 T-shirts at $12 each. The shop gives a one-time $5 discount for spending at least $30. How much does he pay in total?|3 × (12 − 5)|(3 × 12) − 5 × 2|(3 × 12) − 5|(3 × 12) + 5|C|Find the cost of the 3 T-shirts, then subtract the single $5 discount: (3 × 12) − 5.|
8|A family of 4 goes to the cinema: 2 adults and 2 children. Adult tickets cost $12 and child tickets cost $8. What is the total cost?|(2 + 12) × (2 + 8)|(2 × 12) − (2 × 8)|(2 × 12) + (2 × 8)|4 × 12|C|Multiply each ticket type's count by its price, then add the two totals: (2 × 12) + (2 × 8).|
9|Emma buys a dress for $34 and a scarf for $9. She pays with a $50 note. How much change does she get?|50 − (34 + 9)|(34 + 9) − 50|50 − 34 + 9|50 + (34 + 9)|A|Add up the cost of both items, then subtract from the $50 she paid: 50 − (34 + 9).|
10|Jack buys 5 packs of stickers at $2 each. He has a coupon for $3 off his total purchase. How much does he pay?|(5 × 2) + 3|5 × 2 × 3|(5 × 2) − 3|5 × (2 − 3)|C|Find the total cost of the stickers, then subtract the $3 coupon: (5 × 2) − 3.|
11|A toy costs $18. Buy 2, get the 3rd at half price. How much does it cost in total to buy 3 toys?|(2 × 18) + 18|3 × 18 ÷ 2|(2 × 18) × (18 ÷ 2)|(2 × 18) + (18 ÷ 2)|D|Pay full price for the first 2 toys, then add half price for the 3rd: (2 × 18) + (18 ÷ 2).|
12|Two friends split the cost of a $56 gift equally, and each also pays $4 for wrapping. How much does each person pay in total?|(56 ÷ 2) − 4|(56 + 4) ÷ 2|56 ÷ (2 + 4)|(56 ÷ 2) + 4|D|Split the gift cost between the two friends first, then add each person's own $4 wrapping fee: (56 ÷ 2) + 4.|
13|A grocery store sells rice at $3 per kg. Hannah buys 7 kg and gets a $2 discount for buying more than 5 kg. How much does she pay in total?|(7 − 2) × 3|7 × (3 − 2)|(7 × 3) − 2|(7 × 3) + 2|C|Find the cost of 7 kg of rice, then subtract the $2 discount: (7 × 3) − 2.|
14|Oliver buys 3 notebooks at $2.50 each and 1 pack of markers for $6.80. He pays with a $20 note. How much change does he get?|20 − (3 + 2.5 + 6.8)|((3 × 2.5) + 6.8) − 20|20 − (3 × 2.5) − 6.8 × 2|20 − ((3 × 2.5) + 6.8)|D|Add up the cost of the notebooks and markers, then subtract the total from the $20 note: 20 − ((3 × 2.5) + 6.8).|
15|A theme park ticket costs $45. A group of 6 friends buys tickets together and receives a 10% discount on their combined total. How much does the group pay?|(6 × 45) − (6 × 45 × 10 ÷ 100)|6 × 45 × 10 ÷ 100|6 × (45 − 10)|(6 × 45) + (6 × 45 × 10 ÷ 100)|A|Find the total cost for 6 tickets, then subtract 10% of that total: (6 × 45) − (6 × 45 × 10 ÷ 100).|
16|Priya buys 2 boxes of chocolates at $9 each and receives a $1 discount on each box. How much does she pay in total?|2 × 9 × 1|2 × (9 − 1)|(2 × 9) + 1|(2 × 9) − 1|B|Apply the $1 discount to one box first, then multiply by the number of boxes: 2 × (9 − 1).|
17|A bakery sells cupcakes at $2 each, or a box of 6 for $10. Daniel wants exactly 6 cupcakes. How much does he save by buying the box instead of 6 individual cupcakes?|(6 × 2) + 10|10 − (6 × 2)|6 × (2 − 10)|(6 × 2) − 10|D|Find the cost of 6 individual cupcakes, then subtract the box price to find the savings: (6 × 2) − 10.|
18|Grace has $100. She buys a bag for $37 and a pair of sunglasses for $24, then spends half of what remains on a book. How much does the book cost?|(100 − 37 − 24) × 2|(100 ÷ 2) − 37 − 24|(100 − 37 − 24) ÷ 2|100 − (37 + 24) ÷ 2|C|Subtract both purchases from $100 to find what remains, then take half of that: (100 − 37 − 24) ÷ 2.|
19|Juice bottles cost $3 each, but every 5th bottle is free (buy 4, get 1 free). Ben needs exactly 5 juice bottles. How much does he pay?|4 × 3 + 1|5 × 3 − 1|5 × 3|4 × 3|D|Since the 5th bottle is free, he only pays for 4 bottles: 4 × 3.|
20|Marcus buys a $23 board game and a $17 puzzle. He pays with a $50 note. How much change does he get?|50 − (23 + 17)|50 − (23 × 17)|(23 + 17) − 50|50 + (23 + 17)|A|Add up the cost of both items, then subtract the total from the $50 note: 50 − (23 + 17).|
21|A school bus holds 45 students. How many buses are needed to take 212 students on a trip?|212 ÷ 45, rounded up to the next whole number|45 ÷ 212, rounded up to the next whole number|212 ÷ 45, rounded to the nearest whole number|212 ÷ 45, rounded down to the next whole number|A|212 ÷ 45 = 4 remainder 32, and those extra 32 students still need a bus, so the result must be rounded up to 5 buses.|
22|A delivery van can carry 18 boxes at a time. A company has 130 boxes to deliver. What is the minimum number of van trips needed?|130 ÷ 18, rounded up to the next whole number|(130 − 18) ÷ 18, rounded up to the next whole number|18 ÷ 130, rounded up to the next whole number|130 ÷ 18, rounded down to the next whole number|A|130 ÷ 18 = 7 remainder 4, and the leftover 4 boxes still need a trip, so the result is rounded up to 8 trips.|
23|Each fish tank can hold 12 fish. A pet shop has 100 fish to place into tanks, filling each tank as much as possible before starting a new one. How many tanks are needed?|100 ÷ 12, rounded down to the next whole number|100 ÷ 12, rounded to the nearest whole number|12 ÷ 100, rounded up to the next whole number|100 ÷ 12, rounded up to the next whole number|D|100 ÷ 12 = 8 remainder 4, and the extra 4 fish still need a tank, so the result is rounded up to 9 tanks.|
24|A lift can carry a maximum of 8 people at once. How many trips does the lift need to make to move 53 people to the top floor?|8 ÷ 53, rounded up to the next whole number|53 ÷ 8, rounded to the nearest whole number|53 ÷ 8, rounded up to the next whole number|53 ÷ 8, rounded down to the next whole number|C|53 ÷ 8 = 6 remainder 5, and the remaining 5 people still need a trip, so the result is rounded up to 7 trips.|
25|A carton can hold 24 cans of soda. A shop packs 500 cans into cartons, filling each one as much as possible. How many cans are in the last, partly-filled carton?|500 ÷ 24, rounded down to the next whole number|the remainder when 500 is divided by 24|the remainder when 24 is divided by 500|500 ÷ 24, rounded up to the next whole number|B|Filling full cartons uses up 500 ÷ 24 = 20 cartons with some cans left over; that leftover amount is exactly the remainder when 500 is divided by 24, which is 20 cans.|
26|A parking garage has spaces arranged in rows of 15 cars each. If 187 cars need to be parked, how many rows will be completely filled?|187 ÷ 15, rounded up to the next whole number|187 ÷ 15, rounded to the nearest whole number|187 ÷ 15, rounded down to the next whole number|15 ÷ 187, rounded down to the next whole number|C|Only complete rows count as "fully filled", so any leftover cars that don't fill a whole row are ignored: 187 ÷ 15 rounded down gives 12 full rows.|
27|A minibus seats 14 passengers. 96 students are placed into minibuses, filling each one as much as possible before starting a new one. How many students ride in the last, partly-filled minibus?|96 ÷ 14, rounded up to the next whole number|96 ÷ 14, rounded down to the next whole number|the remainder when 14 is divided by 96|the remainder when 96 is divided by 14|D|Full minibuses carry 96 ÷ 14 = 6 groups of 14; the students left over after those full minibuses is the remainder when 96 is divided by 14, which is 12 students.|
28|A gardener plants seedlings in trays that each hold 20 seedlings. She has 275 seedlings. How many trays does she need so every seedling has a place?|275 ÷ 20, rounded down to the next whole number|275 ÷ 20, rounded to the nearest whole number|275 ÷ 20, rounded up to the next whole number|20 ÷ 275, rounded up to the next whole number|C|275 ÷ 20 = 13 remainder 15, and the leftover 15 seedlings still need a tray, so the result is rounded up to 14 trays.|
