Question_Num|Question|Option-A|Option-B|Option-C|Option-D|Answer|Explanation|
1|4 × (6 − 2) + 6 × 4 = ?|42|40|46|88|B|Brackets first, then × ÷ before + −, left to right: 6 − 2 = 4 → 4 × 4 = 16 → 6 × 4 = 24 → 16 + 24 = 40.|
2|9 × (5 − 11) ÷ 2 = ?|39.5|−29|−27|−25|C|Brackets first, then × ÷ before + −, left to right: 5 − 11 = −6 → 9 × −6 = −54 → −54 ÷ 2 = −27.|
3|(9 × 5) − 10 ÷ 2 = ?|42|17.5|38|40|D|Brackets first, then × ÷ before + −, left to right: 9 × 5 = 45 → 10 ÷ 2 = 5 → 45 − 5 = 40.|
4|30 ÷ (6 + 9) × 2 = ?|2|23|4|6|C|Brackets first, then × ÷ before + −, left to right: 6 + 9 = 15 → 30 ÷ 15 = 2 → 2 × 2 = 4.|
5|30 ÷ 6 + 9 × 2 = ?|23|21|25|28|A|× ÷ before + −, left to right: 30 ÷ 6 = 5 → 9 × 2 = 18 → 5 + 18 = 23.|
6|5 × (8 − 3) − 4 × 2 = ?|29|19|17|42|C|Brackets first, then × ÷ before + −, left to right: 8 − 3 = 5 → 5 × 5 = 25 → 4 × 2 = 8 → 25 − 8 = 17.|
7|(12 − 4) × 3 + 7 = ?|33|31|7|29|B|Brackets first, then × ÷ before + −, left to right: 12 − 4 = 8 → 8 × 3 = 24 → 24 + 7 = 31.|
8|12 − 4 × 3 + 7 = ?|31|7|9|5|B|× ÷ before + −, left to right: 4 × 3 = 12 → 12 − 12 = 0 → 0 + 7 = 7.|
9|6 + 2 × (9 − 5) = ?|32|19|16|14|D|Brackets first, then × ÷ before + −, left to right: 9 − 5 = 4 → 2 × 4 = 8 → 6 + 8 = 14.|
10|(6 + 2) × 9 − 5 = ?|69|65|67|19|C|Brackets first, then × ÷ before + −, left to right: 6 + 2 = 8 → 8 × 9 = 72 → 72 − 5 = 67.|
11|18 ÷ (9 − 6) + 4 = ?|8|12|10|0|C|Brackets first, then × ÷ before + −, left to right: 9 − 6 = 3 → 18 ÷ 3 = 6 → 6 + 4 = 10.|
12|18 ÷ 9 − 6 + 4 = ?|−2|10|0|2|C|× ÷ before + −, left to right: 18 ÷ 9 = 2 → 2 − 6 = −4 → −4 + 4 = 0.|
13|3 × (7 + 2) − 5 × 4 = ?|88|9|3|7|D|Brackets first, then × ÷ before + −, left to right: 7 + 2 = 9 → 3 × 9 = 27 → 5 × 4 = 20 → 27 − 20 = 7.|
14|3 × 7 + 2 − 5 × 4 = ?|1|72|3|5|C|× ÷ before + −, left to right: 3 × 7 = 21 → 21 + 2 = 23 → 5 × 4 = 20 → 23 − 20 = 3.|
15|40 − (6 + 4) × 3 = ?|10|46|12|90|A|Brackets first, then × ÷ before + −, left to right: 6 + 4 = 10 → 10 × 3 = 30 → 40 − 30 = 10.|
16|40 − 6 + 4 × 3 = ?|46|44|48|114|A|× ÷ before + −, left to right: 40 − 6 = 34 → 4 × 3 = 12 → 34 + 12 = 46.|
17|(16 − 6) × (3 + 2) = ?|48|50|0|52|B|Brackets first, then × ÷ before + −, left to right: 16 − 6 = 10 → 3 + 2 = 5 → 10 × 5 = 50.|
18|16 − 6 × 3 + 2 = ?|0|32|−2|2|A|× ÷ before + −, left to right: 6 × 3 = 18 → 16 − 18 = −2 → −2 + 2 = 0.|
19|8 × (3 + 4) − 2 × 6 = ?|46|16|44|324|C|Brackets first, then × ÷ before + −, left to right: 3 + 4 = 7 → 8 × 7 = 56 → 2 × 6 = 12 → 56 − 12 = 44.|
20|8 × 3 + 4 − 2 × 6 = ?|16|18|156|14|A|× ÷ before + −, left to right: 8 × 3 = 24 → 24 + 4 = 28 → 2 × 6 = 12 → 28 − 12 = 16.|
21|50 ÷ (2 + 3) × 4 = ?|40|37|42|38|A|Brackets first, then × ÷ before + −, left to right: 2 + 3 = 5 → 50 ÷ 5 = 10 → 10 × 4 = 40.|
22|50 ÷ 2 + 3 × 4 = ?|112|39|37|35|C|× ÷ before + −, left to right: 50 ÷ 2 = 25 → 3 × 4 = 12 → 25 + 12 = 37.|
23|7 × (9 − 4) + 3 = ?|36|40|38|62|C|Brackets first, then × ÷ before + −, left to right: 9 − 4 = 5 → 7 × 5 = 35 → 35 + 3 = 38.|
24|7 × 9 − 4 + 3 = ?|62|72|64|60|A|× ÷ before + −, left to right: 7 × 9 = 63 → 63 − 4 = 59 → 59 + 3 = 62.|
25|(5 + 3) × (6 − 2) = ?|30|32|21|34|B|Brackets first, then × ÷ before + −, left to right: 5 + 3 = 8 → 6 − 2 = 4 → 8 × 4 = 32.|
26|5 + 3 × 6 − 2 = ?|23|21|46|19|B|× ÷ before + −, left to right: 3 × 6 = 18 → 5 + 18 = 23 → 23 − 2 = 21.|
27|24 ÷ (4 + 2) − 1 = ?|7|5|1|3|D|Brackets first, then × ÷ before + −, left to right: 4 + 2 = 6 → 24 ÷ 6 = 4 → 4 − 1 = 3.|
28|24 ÷ 4 + 2 − 1 = ?|9|17|5|7|D|× ÷ before + −, left to right: 24 ÷ 4 = 6 → 6 + 2 = 8 → 8 − 1 = 7.|
29|9 × (2 + 7) − 8 × 5 = ?|365|43|−15|41|D|Brackets first, then × ÷ before + −, left to right: 2 + 7 = 9 → 9 × 9 = 81 → 8 × 5 = 40 → 81 − 40 = 41.|
30|9 × 2 + 7 − 8 × 5 = ?|85|−13|−17|−15|D|× ÷ before + −, left to right: 9 × 2 = 18 → 18 + 7 = 25 → 8 × 5 = 40 → 25 − 40 = −15.|
31|(10 − 2) × 5 + 6 = ?|6|46|48|44|B|Brackets first, then × ÷ before + −, left to right: 10 − 2 = 8 → 8 × 5 = 40 → 40 + 6 = 46.|
32|10 − 2 × 5 + 6 = ?|4|6|8|46|B|× ÷ before + −, left to right: 2 × 5 = 10 → 10 − 10 = 0 → 0 + 6 = 6.|
33|6 × (11 − 8) ÷ 2 = ?|9|62|7|11|A|Brackets first, then × ÷ before + −, left to right: 11 − 8 = 3 → 6 × 3 = 18 → 18 ÷ 2 = 9.|
